Export des établissement correspondant à  la rubrique est  2510 ;;;;;;;;;;;;;;;;;;
BASE;NUMERO;NOM;NOM USUEL;ADR EXPL 1;ADR EXPL 2;COMMUNE EXPL;DEPARTEMENT EXPL;ADR ADM 1;ADR ADM 2;COMMUNE ADM;CP ADM;BUREAU EXPEDITEUR;REGIME;REGIME SEVESO;ETAT ACTIV.;SIRET;LAMBERT 2 X;LAMBERT 2 Y
100;3206;SEDSG - Dragages St Georges;SEDSG - Truyes;La Rochepipard;les Pelouses - les Grands Bois;TRUYES;37;BP 367;La Ballastière;ST PIERRE DES CORPS;37705;ST PIERRE DES CORPS CEDEX;A;NS - NON SEVESO;En fonctionnement;71480146100027;489033;2255991
57;304;ADAM FRERES Les Pâtures;ADAM FRERES Les Pâtures;LES PATURES;;MERY SUR SEINE;10;4, rue des Remises;;VALLANT ST GEORGES;10170;VALLANT ST GEORGES;A;NS - NON SEVESO;En fonctionnement;542880349;713760;2389644
54;1005;SABLIERES ET ENTREPRISE COLOMBET ;SABLIERES ET ENTREPRISE COLOMBET ;GRANDE FOLIE;;VERGIGNY;89;9, RUE DES PONTS;;BEAUMONT;89250;BEAUMONT;;NS - NON SEVESO;Récolement fait;400203816;701367;2330862
51;3541;URBAIN ENTREPRISE AGRICOLE;URBAIN ENTREPRISE AGRICOLE;LES RIERS;;ST ACHEUL;80;20 ROUTE DU BAS GUESCHART;;GUESCHART;80150;GUESCHART;A;NS - NON SEVESO;En fonctionnement;31879254600018;587846;2576506
100;2478;GSM ;GSM - carrière du Subday ;Varennes de la Ruesse &  Grands Usages;;LE SUBDRAY;18;Route de Berry Bouy;BP 62;ST DOULCHARD;18230;ST DOULCHARD;A;NS - NON SEVESO;En fonctionnement;57216565200882;595400;2224900
57;542;MORONI ;MORONI - Aulnay;LES GRANDS BANCS;;AULNAY SUR MARNE;51;1 bis, boulevard du Val de Vesle;ZI Sud Est;ST LEONARD;51500;ST LEONARD;A;NS - NON SEVESO;En fonctionnement;335880668;736318;2447832
56;1020;SMTV ;SMTV;"""LACHAUD"" ";;CHATEAUGAY;63;SMTV ;ZI les Baraques;CUSSAC SUR LOIRE;43370;CUSSAC SUR LOIRE;A;NS - NON SEVESO;En fonctionnement;396780132;657280;2094045
61;1125;GONIN et COCHARD;GONIN  ET COCHARD;LES BRUYERES;;VIRIEU;38;ZA St Clair ;;ST CLAIR DE LA TOUR;38110;ST CLAIR DE LA TOUR;A;NS - NON SEVESO;En fonctionnement;33056719900030;844419;2056118
72;2071;AGS SA Moulin Neuf (Bédenac);AGS SA Moulin Neuf (Bédenac);Landes du Moulin Neuf;archives 423A;BEDENAC;17;;;CLERAC;17270;CLERAC;;NS - NON SEVESO;Récolement fait;;391861;2024945
59;1504;CUENOT ROGER SA;CUENOT ROGER SA (Chapelle d'Huin);"Lieu-dit ""Les Malfuchaux""";;CHAPELLE D HUIN;25;60 rue de Besançon;;GRANGES MAILLOT;25270;LEVIER;A;NS - NON SEVESO;En fonctionnement;30740105900034;895394;2222719
100;9103;LAMBERT TRANSPORTS ET TRAVAUX PUBLICS;LAMBERT TRANSPORTS ET TRAVAUX PUBLICS;"""La Lorrière""";;SAVIGNY SUR BRAYE;41;Le Champ du Perray;BP 51;CONFLANS SUR ANILLE;72120;CONFLANS SUR ANILLE;A;NS - NON SEVESO;En fonctionnement;39749776900042;487446;2319875
59;1859;BONGARZONE ET CIE (Montot);BONGARZONE ET CIE (Montot);LA VOYE DE DAMPIERRE;;MONTOT;70;15 rue du Midi;;POINSON LES FAYL;52500;POINSON LES FAYL;;NS - NON SEVESO;Récolement fait;613850072;846970;2290014
61;1444;CONTAMIN LAURENT;CONTAMIN LAURENT;LES GRANDS VERNES;;DECINES CHARPIEU;69;LES GRANDS VERNES;;LE MOLARD;69150;DECINES CHARPIEU;;NS - NON SEVESO;A l'arrêt;779751270;803798;2088677
61;1007;BUDILLON RABATEL S.A.;BUDILLON RABATEL ST ETIENNE DE CROSSEY;LA CROIX;;ST ETIENNE DE CROSSEY;38;7, rue de la Chartreuse;BP 70056;VOIRON;38500;VOIRON;A;NS - NON SEVESO;En fonctionnement;400622601;859632;2047477
56;806;CUBIZOLLES Travaux Publics et Carrières ;CUBIZOLLES Alleyras;LA BRAUD;;ALLEYRAS;43;SARL T.P. et Carrières CUBIZOLLES;Route de Langeac;SAUGUES;43170;SAUGUES;A;NS - NON SEVESO;En fonctionnement;327409363;706015;1992992
221;127;SOTRAPOMA (Grand Pierre);SOTRAPOMA (Grand Pierre);"Lieu-dit ""Grand-Pierre""";Saint-Louis de Marie-Galante;ST LOUIS;971;Maison  L. Darin;Morne Lolo;GRAND BOURG;97112;GRAND BOURG;;NS - NON SEVESO;A l'arrêt;32380397300011;0;0
68;3893;PIERRES DE L'ARMAGNAC;PIERRES DE L'ARMAGNAC (Carrière);Breuils;;BIRAN;32;Au village;;RIGUEPEU;32320;RIGUEPEU;A;NS - NON SEVESO;En fonctionnement;;444319;1856790
56;1424;MATHIAS ET FILS SARL;MATHIAS ET FILS (JOB/Brut) fermeture;BRUT;;JOB;63;AUBIGNAT;;ST FERREOL DES COTES;63600;ST FERREOL DES COTES;;NS - NON SEVESO;Cessation déclarée;37835158800012;707986;2067368
61;4540;GSM RHONE MEDITERRANEE;GSM RHONE MEDITERRANEE;Secteur RHONE ALPES AUVERGNE;;ANNECY LE VIEUX;74;RUE DE SETE 8   BP 85;;ST FONS;69190;ST FONS;A;NS - NON SEVESO;A l'arrêt;;895198;2109077
62;4370;BONGARZONE Isches;BONGARZONE Isches;La Corvée du Seigneur;;ISCHES;88;15 rue du Midi;;POINSON LES FAYL;52500;POINSON LES FAYL;A;NS - NON SEVESO;En fonctionnement;61385007200018;858160;2338240
68;3310;OMG;OMG (Larcan);La Peyre;;LARCAN;31;;;ST BEAT;31440;ST BEAT;A;NS - NON SEVESO;En fonctionnement;;468110;1799041
63;328;ARDOISIERES D'ANGERS ;ARDOISIERES D'ANGERS Noyant;MISENGRAIN;;NOYANT LA GRAVOYERE;49;56 rue Albert Camus; Bp 148;TRELAZE;49800;TRELAZE;;NS - NON SEVESO;Cessation déclarée;775609258;352179;2306963
51;6474;DEBALLE Régis;DEBALLE Régis;Lieudit le Muid;;ST ALGIS;2;40 rue d'Epargnemaille;;ST QUENTIN;2100;ST QUENTIN;;NS - NON SEVESO;A l'arrêt;;707165;2545305
56;577;CERF;CERF Meillers;Bruyère Chaumiau;;MEILLERS;3;Le Bourg;;BRANSAT;3500;BRANSAT;A;NS - NON SEVESO;En fonctionnement;9765203460001;659065;2169443
72;1421;GSM - La Rochette;GSM - La Rochette;Les Maubatis-Les Combes-Les Romagnes etc;;LA ROCHETTE;16;162 AV DU HAUT LEVESQUE;;PESSAC;33600;PESSAC;A;NS - NON SEVESO;En fonctionnement;572165652;441452;2090079
68;230;BERNADETS;BERNADETS beauchalot;Bressou;;BEAUCHALOT;31;Route de Boussens;;AURIGNAC;31420;AURIGNAC;A;NS - NON SEVESO;En fonctionnement;546080169;482141;1790146
181;2;CARRIERE LAFARGE GRANULATS SUD BEAUC;CARRIERE LAFARGE GRANULATS SUD Beauc;Bieudon - Sicard Sud;;BEAUCAIRE;30;41 La Canebière;;L ESTAQUE;13016;MARSEILLE;A;NS - NON SEVESO;En fonctionnement;41451176600134;781527;1867355
121;171;PERNOT S.E.T (Essia);PERNOT S.E.T (Essia);En Trepugnat;;ESSIA;39;PERNOT S.E.T.;2 chemin MALAVAL;CHAMPAGNOLE;39303;CHAMPAGNOLE CEDEX;A;NS - NON SEVESO;En fonctionnement;626580104;845398;2182260
68;6557;DRAGAGES GARONNAIS;DRAGAGES GARONNAIS (Montmaurin);lieu dit Coume Day Hourquat Garriga;;MONTMAURIN;31;27 avenue Saint Jean;;VALENTINE;31800;VALENTINE;;NS - NON SEVESO;En construction;54578016500019;462304;1805349
100;3393;EUROVIA CENTRE LOIRE;EUROVIA CENTRE LOIRE -  Pezou;La Douaire - Les Grouais - ;;PEZOU;41;Rue de la Creusille;BP 1321;BLOIS;41013;BLOIS CEDEX;A;NS - NON SEVESO;En fonctionnement;77559249600100;512600;2320869
100;2647;SMB (Société des Matériaux de Beauce);SMB - Prasville 2;Remise de la Bête - Remise de Chesnay;;PRASVILLE;28;2 quai Henri IV;BP 4123;PARIS 04;75163;PARIS CEDEX 04;A;NS - NON SEVESO;En fonctionnement;30189488700027;554756;2364517
71;110;Carrière GRADIENT;Carrière GRADIENT Saint Paul;ZA de Cambaie;;ST PAUL;974;ZA de Cambaie;;BELLEMENE;97460;ST PAUL;;NS - NON SEVESO;A l'arrêt;32884512800011;322296;7681137
54;604;IMERYS CERAMICS FRANCE;IMERYS CERAMICS FRANCE (ex CERATERA);Le Chevannet;#3834;ST VINCENT BRAGNY;71;Carrières des Pacauds - BP 20;Beaulon;DOMPIERRE SUR BESBRE;3290;DOMPIERRE SUR BESBRE;A;NS - NON SEVESO;En fonctionnement;330033804;739748;2169665
67;69;SABLIERES HELMBACHER S.A. ;HELMBACHER Herbsheim;HERRENHOLZ;ZERC4;HERBSHEIM;67;10 ROUTE DE MEISTRATZHEIM;;VALFF;67210;VALFF;A;NS - NON SEVESO;En fonctionnement;67548017200039;992300;2385599
66;218;SARL AUDE AGREGATS;Carrière AUDE AGREGATS Montolieu;Regord et Le Trabet;;MONTOLIEU;11;Le Trabet;;MOUSSOULENS;11170;MOUSSOULENS;A;NS - NON SEVESO;En fonctionnement;304636137;591617;1809892
55;14370;LE ROUX SAS - Plozévet;LE ROUX SAS - Plozévet;Kervinou;;PLOZEVET;29;20, rue André Foy;;LANDUDEC;29710;LANDUDEC;A;NS - NON SEVESO;En fonctionnement;37648054700029;98763;2352659
63;253;WIENERBERGER SAS;WIENERBERGER - fosse au loup;la fosse au loup;;DURTAL;49;8 rue du canal;;STRASBOURG;67200;STRASBOURG;A;NS - NON SEVESO;En fonctionnement;34230435900025;403971;2295798
59;1760;BONGARZONE ET CIE (Autrey lès Ray);BONGARZONE ET CIE (Autrey lès Ray);"Lieu-dit ""Aux Lavières""";;AUTREY LES GRAY;70;;;POINSON LES FAYL;52500;POINSON LES FAYL;;NS - NON SEVESO;Récolement fait;613850072;834200;2277815
72;1891;AGS SA Chierzac (Bédenac);AGS SA Chierzac (Bédenac);Chierzac Est;;BEDENAC;17;;;CLERAC;17270;CLERAC;A;NS - NON SEVESO;En fonctionnement;;393721;2027112
68;1173;SABLIERES DES PYRENEES;SABLIERES DES PYRENEES (Sacoué carrière);Monsacou - Bois des Teuses;;SACOUE;65;;;CHIS;65800;CHIS;A;NS - NON SEVESO;En fonctionnement;642005177;452377;1777103
100;2589;SMB (Société des Matériaux de Beauce);SMB - Guillonville;Le Rondeau;;GUILLONVILLE;28;2 quai Henri IV;BP 4123;PARIS 04;75163;PARIS CEDEX 04;A;NS - NON SEVESO;En fonctionnement;30189488700027;550327;2341458
66;883;GARROT CHAILLAC S.A.;GARROT CHAILLAC (Bédarieux);;;BEDARIEUX;34;17, bdl Sarrail - BP 2157;;MONTPELLIER;34090;MONTPELLIER;A;NS - NON SEVESO;En fonctionnement;31038081100037;666189;1846636
61;850;GONIN SA;GONIN SA LA CHAPELLE DE LA TOUR;MONT ROCHER;;LA CHAPELLE DE LA TOUR;38;ZA Le Coquilla;;ST CLAIR DE LA TOUR;38110;ST CLAIR DE LA TOUR;A;NS - NON SEVESO;En fonctionnement;603615782;845699;2070098
100;2413;GSM ;GSM ;Pacage de la Motte - Champs des Vents -;Pré Moulin - Les Pacages;PREUILLY;18;Route de Berry Bouy;BP 62;ST DOULCHARD;18230;ST DOULCHARD;;NS - NON SEVESO;A l'arrêt;57217052000157;587849;2232848
129;127;GSM BOURGOGNE FRANCHE COMTE;GSM (Velet) (Nouveau Bois Vaivre);"Lieu-dit ""Bois de la Vaivre""";;VELET;70;VELET - B.P. 35;;GRAY;70102;GRAY CEDEX;A;NS - NON SEVESO;En fonctionnement;572165652;842083;2273808
58;56;VIA FRANCE Gaudreville la RiviÌre;VIA FRANCE Gaudreville la RiviÌre;LE SABOT;;GAUDREVILLE LA RIVIERE;27;B.P. 115;;VAL DE REUIL;27100;VAL DE REUIL;;NS - NON SEVESO;A l'arrêt;33486271100119;504059;2441933
54;359;DEROMEDI CARRIERES;DEROMEDI CARRIERES;Jussy;;CIEZ;58;11 avenue Henri Barbusse;BP 91009;VILLEMANDEUR;45700;VILLEMANDEUR;A;NS - NON SEVESO;En fonctionnement;680801404;665903;2272675
59;1702;SJE (La Savine);SJE (La Savine);LA SAVINE;;MORBIER;39;Route de Chilly ;;MESSIA SUR SORNE;39570;MESSIA SUR SORNE;A;NS - NON SEVESO;En fonctionnement;328947775;880780;2180515
57;366;S.A.M.P.la grande contrée;SAMP la grande contrée;LA GRANDE CONTREE;;POUAN LES VALLEES;10;;;BOULAGES;10380;BOULAGES;A;NS - NON SEVESO;En fonctionnement;732880851;728943;2395027
72;6617;AGS - Guizengeard;AGS - Guizengeard - Mille Crottes;Mille Crottes;;GUIZENGEARD;16;;;CLERAC;17270;CLERAC;A;NS - NON SEVESO;En fonctionnement;;407090;2037518
70;5135;Société RAZEL;RAZEL;;;LESQUIN;59;;;LESQUIN;59810;LESQUIN;;NS - NON SEVESO;Récolement fait;;654677;2621624
63;116;CARRIERE BOURDIN CHAUSSE;BOURDIN CHAUSSE;LA LANDE & LINCUIRE;;ST COLOMBAN;44;;;PONT JAMES;44310;ST COLOMBAN;;NS - NON SEVESO;Récolement fait;856800735;304222;2231521
100;3084;MORIN CARRIERES ;MORIN CARRIERES-Marigny Marmande;Les Bruns-Les Pelouses;;MARIGNY MARMANDE;37;rue de l'europe;;CINQ MARS LA PILE;37130;CINQ MARS LA PILE;A;NS - NON SEVESO;En fonctionnement;41404594800026;457040;2218820
106;322;MAZZA BTP;MAZZA BTP DECINES;"""Les Simondières""";;DECINES CHARPIEU;69;"""Les Simondières""";;LE MOLARD;69150;DECINES CHARPIEU;;NS - NON SEVESO;Récolement fait;39333236600094;803798;2088677
68;997;CARRIERES DU SUD OUEST SAS;CARRIERES DU SUD OUEST SAS ;Roc du Buis, Clos Longs, Les Friches;;ESCLAUZELS;46;21 Avenue Canteranne;Parc de Canteranne;PESSAC;33608;PESSAC CEDEX;A;NS - NON SEVESO;En fonctionnement;41107643300068;542306;1934848
66;597;CARRIERE JOURDAN Denis MONTEILS;CARRIERE JOURDAN Denis Monteils;Bezon;;MONTEILS;30;Ent.Bat. et T.P.;;CORNILLON;30630;CORNILLON;;NS - NON SEVESO;Récolement fait;34223336800022;746470;1900840
61;870;DUMONA FRANCE;DUMONA FRANCE;MARAIS DE LANCIN;;COURTENAY;38;BP3;;ARANDON;38510;ARANDON;;NS - NON SEVESO;Récolement fait;348214552;836798;2085577
100;3639;SPLL  Sablière de Puy La Laude;SPLL  Sablière de Puy La Laude;PRAIRIE DE GIROLLES;;GIROLLES;45;11 avenue Henri-Barbusse;;VILLEMANDEUR;45700;VILLEMANDEUR;;NS - NON SEVESO;A l'arrêt;;628894;2339824
67;2755;ANTONI;ANTONI (Lange Rebenhardt et Galgenhart);LANGE REBENHARDT ;GALGENHARDT;HAGUENAU;67;113 route de strasbourg;;MARIENTHAL;67500;HAGUENAU;A;NS - NON SEVESO;A l'arrêt;;986322;2373471
68;9367;RAZEL;RAZEL;"""Lamourette"" et ""Loumagne""";;MARTRES TOLOSANE;31;3 rue René Razel - Christ de Saclay;;ORSAY;91892;ORSAY CEDEX;;NS - NON SEVESO;En construction;56213603600216;490868;1801070
69;205;SARL FFTP ;"FFTP "" Nancibo"" (AP 2005)";"lieu dit ""Nancibo""";;ROURA;973;428 route de Mango;;CAYENNE;97300;CAYENNE;A;NS - NON SEVESO;En fonctionnement;;352609;522767
61;1901;Rossetto Carrières;Rossetto Carrières (A l'arrêt);la CHOUNAZ - Route de Serra;BP 44;ST JEOIRE;74;;AMANCY;LA ROCHE SUR FORON;74800;LA ROCHE SUR FORON;;NS - NON SEVESO;A l'arrêt;776515967;919521;2133850
63;3894;JUSTEAU FRERES ;JUSTEAU FRERES Noyant 1;le Moulin Tessier;;NOYANT LA PLAINE;49;1 rue principale;;LOURESSE ROCHEMENIER;49700;LOURESSE ROCHEMENIER;A;NS - NON SEVESO;En fonctionnement;34252363600021;396163;2254933
70;3354;SOGIC SA.;SOGIC SA.;LE BAS D'HAS;;SECLIN;59;27 RUE VICTOR HUGO;BP2;ST POL SUR MER;59430;ST POL SUR MER;;NS - NON SEVESO;A l'arrêt;31976232400014;649552;2617290
67;2407;DDE DU BAS RHIN Steinbourg;DDE DU BAS RHIN Steinbourg;MONSAU;;STEINBOURG;67;5 rue du Gal Frère;;STRASBOURG;67000;STRASBOURG;A;NS - NON SEVESO;A l'arrêt;;972904;2430744
72;1617;AGS - Guizengeard;AGS - Guizengeard - Vallée de Guizeng;Vallée de Guizengeard;;GUIZENGEARD;16;;;CLERAC;17270;CLERAC;;NS - NON SEVESO;A l'arrêt;;408413;2036378
62;1337;ORSA GRANULATS LORRAINE;ORSA - Hauconcourt;;;HAUCONCOURT;57;11 RUE PIERRE SIMON DE LAPLACE;CP 77819;METZ;57078;METZ CEDEX 03;;NS - NON SEVESO;Récolement fait;;880413;2474704
58;1618;LE FOLL Berville s/Seine NPEA;LE FOLL Berville s/Seine NPEA;Lieu-dit La Crique;;BERVILLE SUR SEINE;76;BP Nª 2;;CORNEVILLE SUR RISLE;27500;CORNEVILLE SUR RISLE;;NS - NON SEVESO;Récolement fait;332506005;494892;2498076
59;3031;MAIROT ROBERT;MAIROT ROBERT;"Lieu-dit "" Es Madrey """;;SELONCOURT;25;40 Rue du Pont;;MATHAY;25700;MATHAY;A;NS - NON SEVESO;A l'arrêt;;941409;2282641
100;2300;GSM;GSM;LA FOLIE BATON;;BOURGES;18;Route de Berry Bouy;;ST DOULCHARD;18230;ST DOULCHARD;;NS - NON SEVESO;A l'arrêt;;607303;2231190
67;63;GRUNDER;GRUNDER;Burgbann;;HAGUENAU;67;BURGBANN;;MARIENTHAL;67500;HAGUENAU;A;NS - NON SEVESO;En fonctionnement;31738350300016;1002938;2438751
301;109;GSM Saint Pierre d'Autils;GSM Saint Pierre d'Autils -C1;RN 15;;ST PIERRE D AUTILS;27;98 avenue de Paris;BP 814;VERNON;27200;VERNON;A;NS - NON SEVESO;En fonctionnement;57216565201831;534606;2458337
61;1009;BUDILLON RABATEL SA;BUDILLON RABATEL SA;LA CROIX;;ST ETIENNE DE CROSSEY;38;Rue de la Chartreuse;;VOIRON;38500;VOIRON;;NS - NON SEVESO;A l'arrêt;63500367;859205;2047457
63;597;SCDC (STE DES CARRIERES DE DISSAY S/COUR;SCDC (STE DES CARRIERES DE DISSAY S/COUR;"""Les Chesnées""";;DISSAY SOUS COURCILLON;72;"""La Ballastière""";B.P. 367;ST PIERRE DES CORPS;37700;ST PIERRE DES CORPS;A;NS - NON SEVESO;En fonctionnement;391545845;457597;2297928
68;186;COLAS MIDI-MEDITERRANEE;COLAS Salles-la-Source carrière;Puech Hiver;;SALLES LA SOURCE;12;Centre SOCARO;Carrière de la Combe;QUATRE SAISONS;12850;ONET LE CHATEAU;A;NS - NON SEVESO;En fonctionnement;32940521100833;616983;1937044
62;3882;ANHYDRITE LORRAINE(Flohr Kaul Kipp);ANHYDRITE Lorraine(Flohr Kaul Kipp);;;BUDING;57;;;BUDLING;57970;BUDLING;;NS - NON SEVESO;A l'arrêt;785880063;891432;2490840
61;385;CEMEX  (Morillon Corvol R.M.);CEMEX  (Morillon Corvol R.M.);Les Royes;;CHATEAUBOURG;7;Europarc de Pichaury;CS 60516;AIX EN PROVENCE;13100;AIX EN PROVENCE;A;NS - NON SEVESO;En fonctionnement;712980432;797430;2001239
67;124;GRAVIERE ET SABLIERE VELTZ VIX SAS;VELTZ VIX;Altsand Woerth et Harschmatt;ZERC2;OFFENDORF;67;3 ROUTE DE L ILL;;GAMBSHEIM;67760;GAMBSHEIM;A;NS - NON SEVESO;En fonctionnement;698503232;1010689;2426241
221;136;SOTRAPOMA (Vangout);SOTRAPOMA (Vangout);"Lieu-dit ""Vangout""";;ST LOUIS;971;Maison L. Darin Mone Lolo ;;GRAND BOURG;97112;GRAND BOURG;;NS - NON SEVESO;A l'arrêt;32380397300011;0;0
58;155;CEMEX Berville s/Seine;CEMEX Berville s/Seine C1;Lieu-dit Les Planquettes, Le Haridon;;BERVILLE SUR SEINE;76;"Lieu-dit ""Les Planquettes""";;LE GRAND QUEVILLY;76120;LE GRAND QUEVILLY;A;NS - NON SEVESO;En fonctionnement;55200596900266;496099;2498714
68;357;COINTRE SA;COINTRE (gourdan);Le Picon;;GOURDAN POLIGNAN;31;Chez Sté GIULIANI;27 rue St Jean;VALENTINE;31800;VALENTINE;A;NS - NON SEVESO;En fonctionnement;322148461;456562;1786393
72;6775;GSM;GSM;Le Marchais, Les Grandes Varennes;;DANGE ST ROMAIN;86;Route de Berry Bouy ;;ST DOULCHARD;18230;ST DOULCHARD;A;NS - NON SEVESO;En fonctionnement;;466843;2213682
61;535;CHEVAL FRERES S.A.S.;CHEVAL FRERES Châteaudouble;TOURRIER;;CHATEAUDOUBLE;26;Quartier Mondy;;BOURG DE PEAGE;26300;BOURG DE PEAGE;A;NS - NON SEVESO;En fonctionnement;313075038;819155;1992625
64;2683;SABLIERES DU BUECH (SAB);CARRIERE SABLIERES DU BUECH Manteyer;;;MANTEYER;5;Lot artisanal;;LA ROCHE DES ARNAUDS;5400;LA ROCHE DES ARNAUDS;;NS - NON SEVESO;A l'arrêt;329823454;884890;1957342
56;890;SMTV;SMTV Monlet;LA GAZELLE;;MONLET;43;Z.I. Les Baraques;;CUSSAC SUR LOIRE;43370;CUSSAC SUR LOIRE;A;NS - NON SEVESO;En fonctionnement;348866260;707142;2027214
51;2801;SAMIN Hartennes;SAMIN Hartennes;BOIS D HARTENNES;BOIS DE CLENNE;HARTENNES ET TAUX;2;18 Avenue Malvesin;BP 4;COURBEVOIE;92403;COURBEVOIE CEDEX;A;NS - NON SEVESO;En fonctionnement;572134583;673875;2476206
58;2710;CBN Neaufles Auvergny;CBN Neaufles Auvergny;La BallastiÌre;;NEAUFLES AUVERGNY;27;ZI Rouxmesnil-Bouteilles;;DIEPPE;76379;DIEPPE CEDEX;;NS - NON SEVESO;A l'arrêt;59275013700065;509901;2548066
100;3624;LAFARGE GRANULATS SEINE NORD;LAFARGE GRANULATS SEINE NORD (ex C.S.S.);Bois Paillards - Noues Jarde;(Zone de Nançay);DORDIVES;45;2 quai Henri IV;;PARIS 04;75194;PARIS CEDEX 04;A;NS - NON SEVESO;En fonctionnement;56211088200015;631073;2348705
64;1207;CARRIERE Ent. J.LEFEBVRE /N D des Iscles;CARRIERE J.LEFEBVRE -Vinon-ND des Iscle;Notre Dame des Iscles;;VINON SUR VERDON;83;CBA  plan de vitrolles ;;LA SAULCE;5110;LA SAULCE;;NS - NON SEVESO;Récolement fait;;877592;1866653
63;3036;Carrières KLEBER MOREAU SA;Carrières KLEBER MOREAU SA - Albert;Albert;;ST MICHEL LE CLOUCQ;85;BP 257 La Motte;La Meilleraie Tillay;POUZAUGES;85700;POUZAUGES;A;NS - NON SEVESO;En fonctionnement;42118642000020;364842;2171422
68;8706;GUINTOLI;GUINTOLI (Castanet);Parc de Rabaudy;;CASTANET TOLOSAN;31;ZI du Chapitre - ACTISUD;18, rue Jean Perrin;TOULOUSE;31100;TOULOUSE;;NS - NON SEVESO;A l'arrêt;;532582;1834449
59;1784;BONGARZONE ET CIE;BONGARZONE ET CIE (Champlitte/Charton);"Lieu-dit ""Combes Charton""";;CHAMPLITTE;70;15 rue du Midi;;POINSON LES FAYL;52500;POINSON LES FAYL;A;NS - NON SEVESO;En fonctionnement;61385007200018;837413;2296330
59;1744;SJE (Viry);SJE (Viry);ROCHE D ECHELEUX;;VIRY;39;Route de Chilly;;MESSIA SUR SORNE;39570;MESSIA SUR SORNE;NC;NS - NON SEVESO;A l'arrêt;328947775;858842;2152146
72;1725;AGS - Bors-Chevanceaux;AGS - Bors Chevanceaux;Le Grand Pas;;BORS DE BAIGNES;16;;;CLERAC;17270;CLERAC;;NS - NON SEVESO;Récolement fait;;401393;2037394
100;5923;GSM;GSM Preuilly- Les Champs Rouges;Les Champs Rouges;;PREUILLY;18;Route de Berry Bouy;BP 62;ST DOULCHARD;18230;ST DOULCHARD;A;NS - NON SEVESO;En fonctionnement;57217052000157;586406;2234727
56;1420;CERF ;CERF Chavenon;Les Mas;;CHAVENON;3;Le Bourg;;BRANSAT;3500;BRANSAT;A;NS - NON SEVESO;En fonctionnement;97652034600017;647559;2158177
51;5666;GSM ;GSM Tergnier;;"lieudit ""Le Mauger"" ""La Buze à Pierre""";TERGNIER;2;;;VOUEL;2700;TERGNIER;A;NS - NON SEVESO;En fonctionnement;57216565201005;671062;2517054
59;1840;BONGARZONE ET CIE;BONGARZONE ET CIE (Jussey);"Lieu-dit ""Au dessus des Craies""";;JUSSEY;70;15 rue du Midi;;POINSON LES FAYL;52500;POINSON LES FAYL;A;NS - NON SEVESO;En fonctionnement;61385007200018;865148;2319246
61;753;BONNARDEL Gaston T.P;BONNARDEL Gaston T.P Saulce;Les Iles Sud;;SAULCE SUR RHONE;26;Les Iles Sud;;LES REYS DE SAULCE;26270;SAULCE SUR RHONE;A;NS - NON SEVESO;En fonctionnement;30053189400016;793120;1970699
58;1394;CARR. & BALL. NORMANDIE Yville;CBN Yville (Les Sablons) C2;Lieu-dit Les sablons;;YVILLE SUR SEINE;76;ZI du Bois H+trel;;CRIQUEBEUF SUR SEINE;27340;CRIQUEBEUF SUR SEINE;A;NS - NON SEVESO;En fonctionnement;34885943000053;494390;2491316
68;551;DRAGAGES GARONNAIS;DRAGAGES GARONNAIS (Saint Gaudens);Sède;;ST GAUDENS;31;27 av. St Jean;;VALENTINE;31800;VALENTINE;A;NS - NON SEVESO;En fonctionnement;545780165;466008;1790311
67;1371;ANTONI;ANTONI (Katlensee);KATLENSEE   SECTION 112;;HAGUENAU;67;113, route de Strasbourg;;MARIENTHAL;67500;HAGUENAU;A;NS - NON SEVESO;A l'arrêt;;1000791;2440728
56;906;Sté de matériaux traitement et valorisat;SMTV St Arcons d'Allier Merdanson;MERDANSON-COMBRAI;;ST ARCONS D ALLIER;43;Z.I. Les Baraques;;CUSSAC SUR LOIRE;43370;CUSSAC SUR LOIRE;A;NS - NON SEVESO;En fonctionnement;665410510;696804;2007865
66;1486;CARRIERE TREMIE DE L'AGLY RIVESALTES;CARRIERE TREMIE DE L'AGLY RIVESALTES;;;RIVESALTES;66;Rue du Château d'Eau;;PEYRESTORTES;66600;PEYRESTORTES;;NS - NON SEVESO;A l'arrêt;;643830;1751795
72;1706;CDMR;CDMR - Ebréon;Le Bois Bourru;;EBREON;16;CHAMPBLANC;;RICHEMONT;16370;CHERVES RICHEMONT;A;NS - NON SEVESO;En fonctionnement;67182020700080;421105;2105602
72;5809;CARRIERES DE LA VIENNE SA;CARRIERES DE LA VIENNE SA;La Bruyère;;AVAILLES EN CHATELLERAULT;86;Les Fontenelles;RN 151;JARDRES;86800;JARDRES;A;NS - NON SEVESO;En fonctionnement;38944951300032;465320;2195593
60;585;FAYOLLE et Fils SA (carrière);FAYOLLE et Fils SA (carrière);Le Thym;;MOUTIER ROZEILLE;23;30 rue de l'Egalité;;SOISY SOUS MONTMORENCY;95230;SOISY SOUS MONTMORENCY;A;NS - NON SEVESO;En fonctionnement;623720208;587365;2103432
222;54;Centrale Des Carrières;CDC - Carrière Fleury Médecin;Fleury Médecin;;RIVIERE SALEE;972;Long Pré;;LE LAMENTIN;97232;LE LAMENTIN;;NS - NON SEVESO;Récolement fait;31789854200012;716173;1603989
