Identifiant	Nom	N° Siret	Département	CP	Commune	N° Gidic	X-Lambert-93	Y-Lambert-93	Année début	Année fin	Activité	Raison sociale	Date fin arrêté	Substance	Année1	Année2	Explosifs
203882	DEVILLEPOIX Lionel		80		VERGIES	051.05676	616985	6982071			Oui						
203883	Ferme de la Montagne EARL		60		ROCQUENCOURT	051.05393	658151	6950323			Oui						
203901	Commune ST PIERRE EYNAC		43		ST PIERRE EYNAC	056.02104	781658	6439342			Oui						
203903	LAHUTTE-BAZIN (GAEC)		80		GEZAINCOURT	051.05160	651345	7005021			Oui						
203930	GUIDE LUCIEN		80		RUMIGNY	051.04773	648303	6967815			Oui						
203942	MONTS'ARGIL		85		ST JEAN DE MONTS	063.06265	316860	6645499			Oui						
203944	EARL BORGOO		60		SERIFONTAINE	051.06654	612280	6918519			Oui						
203951	FIENVILLERS (Mairie de)		80		FIENVILLERS	051.05231	644730	7002794			Oui						
203956	SIBELCO FRANCE		60		CREPY EN VALOIS	051.03057	693625	6901556			Oui						
203968	DURANCE GRANULATS		13		GARDANNE	064.06815	900682	6264970			Oui						
203988	CARRIERE SARRAGAN		13		LES BAUX DE PROVENCE	064.01385	844356	6296098			Oui						
204000	POMPEI SARL		35		ST PERN	055.03005	331313	6809493			Oui						
204008	Carrière SGA - Baleone		2A		CUTTOLI CORTICCHIATO	073.00018	1183546	6114932			Oui						
204014	MAIRIE de SAUVAGNAT PRES HERMENT		63		SAUVAGNAT	056.02081	669248	6517881			Oui						
204033	ROCAMAT		89		BIERRY LES BELLES FONTAINES	054.00679	788541	6724093			Oui						
204042	MARETTES (EARL des ...)		60		LE PLESSIER SUR BULLES	051.04483	650524	6933310			Oui						
204048	LINGENHELD SAS		57		LUCY	062.08670	954807	6876777			Oui						
204052	ROCAMAT		21		BUFFON	054.00063	796607	6729341			Oui						
204069	THOMAS SA		42		CHALAIN LE COMTAL	105.00223	793565	6505813			Oui						
204070	BAILLY Denis		60		ST DENISCOURT	051.05901	618228	6946122			Oui						
204082	WIENERBERGER S.A.S.		67		BETSCHDORF	067.00120	1059796	6878007			Oui						
204086	HOLCIM GRANULATS		2		SOUPIR	051.03773	744734	6922583			Oui						
204090	HOLCIM Granulats		60		PONTPOINT	051.03164	674617	6912433			Oui						
204093	LAFARGE GRANULATS SUD		13		CASSIS	064.01300	907362	6241020			Oui						
204126	TATTU TP		25		GUYANS VENNES	129.00124	969515	6680645			Oui						
204133	MORIN CARRIERES		37		VARENNES	100.07001	541840	6665316			Oui						
204147	SOCIETE DES CARRIERES DE BOURGOGNE		21		BUFFON	054.00062	796616	6729350			Oui						
204150	IMERYS TC		49		LE PUISET DORE	063.03967	386943	6691871			Oui						
204152	DESMAREST		2		FONTENOY	051.07347	714675	6923326			Oui						
204155	ROSE Serge		60		LABERLIERE	051.06900	682891	6941744			Oui						
204157	EIFFAGE		43		YSSINGEAUX	056.02450	786331	6450308			Oui						
204159	MONT-SERRAT (Carrières) (Pipriac)		35		PIPRIAC	055.16677	330152	6757300			Oui						
204179	BPE LECIEUX		60		ST MAXIMIN	051.04548	658391	6901821			Oui						
204185	SOCIETE GENERALE DE POTERIE (ex-Poterie		88		HOUSSERAS	062.02284	974906	6806880			Oui						
204205	SAGRAM St Amé		88		ST AME	062.04143	971754	6775278			Oui						
204208	COMMUNE DE THORENS GLIERES		74		THORENS GLIERES	061.01951	953616	6552126			Oui						
204210	COMMUNE DE MONTBREHAIN		2		MONTBREHAIN	051.06987	725982	6984469			Oui						
204243	Carrières SAVIANE Frères		21		BEAUNOTTE	054.02361	828001	6732419			Oui						
204244	SA Carrières DEGAN		60		ST MAXIMIN	051.06415	661090	6902576			Oui						
204247	SAPEDE		84		CRILLON LE BRAVE	064.02056	871792	6336532			Oui						
204248	ROCAMAT		60		ST MAXIMIN	051.06227	661090	6902576			Oui						
204269	LETALLEC		14		ST MARTIN DE SALLEN	053.05033	441141	6880382			Oui						
204273	DUMEIGE Frères		80		HALLENCOURT	051.05545	619060	6988854			Oui						
204283	Sarl Carrière de Pompignan Cres Robert		30		POMPIGNAN	066.00651	769749	6311827			Oui						
204294	IMERYS TC SAS		39		BOIS DE GAND	059.01630	890893	6639496			Oui						
204295	SITA DECTRA		51		HUIRON	057.02843	807503	6844424			Oui						
204299	SIBELCO France		77		LARCHANT	065.06572	668712	6800032			Oui						
204302	Carrière AGREGATS SUD CORSE		2A		PORTO VECCHIO	073.00019	1222260	6063468			Oui						
204303	SITA FD		55		LAIMONT	062.00828	849089	6862336			Oui						
204304	DUMONA FRANCE		8		AUTRUCHE	057.00011	837675	6928395			Oui						
204306	GERVASONI Sébastien		52		ARC EN BARROIS	057.00925	850181	6762712			Oui						
204312	SEMAG		13		GARDANNE	064.01124	902090	6264671			Oui						
204322	VICAT SA		38		CREYS MEPIEU	061.00918	888779	6519920			Oui						1 Internet
204327	PREST'AGRI		80		BRAILLY CORNEHOTTE	051.06128	623773	7012465			Oui						
204329	SABLIERES DE SENTZICH		57		CATTENOM	062.07690	937356	6929529			Oui						
204331	LAFARGE GRANULATS SEINE NORD		2		BEAURIEUX	051.02647	754531	6920660			Oui						
204348	MILLEREAU SA		63		SERMENTIZON	056.01263	740023	6518251			Oui						
204355	CONSEIL GENERAL DU JURA		39		MONTMOROT	059.04250	891946	6622872			Oui						
204356	LA SABLIERE DU VAL DE LOIRE SARL		18		BRINON SUR SAULDRE	100.11285	642727	6718685			Oui						
204405	Société BLANDIN		51		TOGNY AUX BOEUFS	057.03398	804555	6861867			Oui						
204412	MUSCI SA (2)		28		BEROU LA MULOTIERE	100.07129	558745	6850649			Oui						
204433	SETOM - Saint Aquilin		27		ST AQUILIN DE PACY	058.02431	579559	6879249			Oui						
204434	LES SABLES DE BAUGY		71		BAUGY	054.02910	779860	6578545			Oui						
204439	PEGARD Matthieu		80		FONTAINE LE SEC	051.06624	614091	6983421			Oui						
204442	GSM secteur IdF Est		77		BALLOY	065.00062	711925	6812753			Oui						
204448	CARRIERES BRESSE BOURGOGNE		71		LAYS SUR LE DOUBS	054.00521	871251	6650001			Oui						
204454	VALORSYS PRES DES OLIVIERS		34		MONTBLANC	066.03592	729044	6251982			Oui						
204474	SPEBVL		6		NICE	064.09502	1043207	6300105			Oui						
204490	LEFEBVRE Jacques (Esclainvillers)		80		ESCLAINVILLERS	051.05471	655949	6954918			Oui						
204508	PERRIN SA		38		PASSINS	061.10208	889017	6512694			Oui						
204511	EDF - CHI (Bureau Pôle)		4		SALIGNAC	064.05126	938304	6342141			Oui						
204512	RESEAU FERRE de FRANCE		57		LUCY	062.08697	954807	6876777			Oui						
204556	Entreprise JEC		4		GREOUX LES BAINS	064.09665	931095	6300331			Oui						
204574	DAUSQUE JEAN-MARIE		62		ALETTE	070.04232	618759	7048057			Oui						
204590	HORCHOLLE § Fils		60		BONNEUIL EN VALOIS	051.06498	698634	6908871			Oui						
204594	POMPEI SARL		35		ST PERN	055.03004	331420	6808983			Oui						
204618	LES GRANITS DE SEPT FAUX SARL		81		ST SALVY DE LA BALME	068.03516	651436	6279070			Oui						
204620	Société des Carrières de Bourgogne		21		COMBLANCHIEN	054.00094	844977	6668925			Oui						
204637	HIGNARD GRANITS SA		35		ST PIERRE DE PLESGUEN	055.03008	341888	6828034			Oui						
204646	CONTE et Fils SARL		12		LAISSAC	068.00089	686464	6366110			Oui						
204648	CSDU 04		4		VALENSOLE	064.06645	937100	6308700			Oui						
204656	CEMEX GRANULATS		52		DONJEUX	057.00958	859543	6807328			Oui						
204660	DHORDAIN et Cie des Carrières Quartzitiq		59		BOUSIGNIES SUR ROC	070.03790	784554	7018856			Oui						
204703	VANDEPOPULIERE Philippe		80		RUBEMPRE	051.04889	655898	6991613			Oui						
204714	LANNURIEN (SA CARRIERES)		29		ST EVARZEC	055.02642	177607	6781560			Oui						
204719	Société BLANDIN		51		LUXEMONT ET VILLOTTE	057.03793	820829	6845564			Oui						
204724	GSM Vittonville		54		VITTONVILLE	062.08316	924248	6878881			Oui						
204727	CARRIERES ST CHRISTOPHE		10		ROSNAY L HOPITAL	057.04005	811383	6818388			Oui						
204730	SOGEPIERRE		89		CRY	054.00768	793587	6733979			Oui						
204736	RANNARD FRERES		74		CLARAFOND	061.01756	923436	6560339			Oui						
204757	GAEC BELLIERE Frères		60		ST DENISCOURT	051.06191	617870	6945625			Oui						
204770	CARRIERE GSM		44		LA GRIGONNAIS	063.04186	347610	6723496			Oui						
204776	Entreprise MOULINAT		3		DOMERAT	164.00017	663112	6583125			Oui						
204797	THIRIET St Clément		54		ST CLEMENT	062.06155	966929	6832799			Oui						
204798	Guintoli et DTP terrassement		77		ISLES LES VILLENOY	065.09299	688321	6869029			Oui						
204802	LAFARGE GRANULATS SEINE NORD		60		LONGUEIL STE MARIE	051.01291	680274	6913912			Oui						
204825	LAFARGE GRANULATS SEINE NORD		60		CHOISY AU BAC	051.05632	691288	6926486			Oui						
204837	SOCIETE DES CARRIERES DE POMPIGNAN		11		CAUNES MINERVOIS	066.04518	660978	6248541			Oui						1 Internet EP
204842	LAFARGE GRANULATS (Prairie du Rouage)		76		ANNEVILLE AMBOURVILLE	058.00126	547745	6929813			Oui						
204845	S.A. MATERIAUX ROUTIERS FRANCILIENS		89		PONT SUR YONNE	054.02735	714769	6797803			Oui						
204846	MORONI (SA Entreprise)		2		PONTAVERT	051.06199	762016	6923332			Oui						
204858	EUROVIA PCL		79		FORS	072.05897	434845	6576524			Oui						
204888	SAGRAM (ex.SABLIERES GEROMOISES)		88		REMIREMONT	062.06493	965789	6774181			Oui						
204895	TIMAC SAS		52		VOISEY	057.01053	907626	6758579			Oui						
204898	LINGENHELD - LIDREZING		57		LIDREZING	062.08671	972179	6870489			Oui						
204911	GSM		78		ACHERES	065.12640	631729	6874598			Oui						
204917	SITA LORRAINE		57		FLEVY	062.01196	938981	6907274			Oui						
204919	A2C + BGIE+GSM		77		MOUY SUR SEINE	065.12484	718064	6814610			Oui						
204935	MITAN VILLAGE (EURL du ....)		60		PONCHON	051.06682	640962	6916779			Oui						
204947	GSM secteur IDF est		77		ST ANGE LE VIEL	065.12258	692836	6796044			Oui						
204962	IMERYS TC SAS		42		ST MARCELLIN EN FOREZ	105.00260	793502	6489801			Oui						
204964	ROUTIERE CHAMBARD		38		ST HILAIRE DU ROSIER	061.01018	876682	6448224			Oui						
204967	IMERYS TC SAS		42		ST MARCELLIN EN FOREZ	061.01294	793303	6490170			Oui						
204969	CRUZ DOS SANTOS Antoine		46		CRAYSSAC	068.03214	567687	6383141			Oui						
204978	FAMY SAS		1		RAMASSE	061.09666	881505	6568810			Oui						
204981	CROUTE SARL ENTREPRISE		15		MAURIAC	162.00060	644134	6459380			Oui						
204983	IMERYS TC SAS		42		MABLY	061.01210	780589	6554083			Oui						
204987	LERICHE		2		FONTAINE NOTRE DAME	051.06710	732500	6975519			Oui						
204991	STP LEFRANCOIS		62		WABEN	070.00599	604589	7033375			Oui						
205026	SA MATERIAUX ROUTIERS FRANCILIENS		89		PONT SUR YONNE	255.00061	715165	6800231			Oui						
205028	CRUZ DOS SANTOS Antoine		46		CRAYSSAC	068.03113	568139	6380919			Oui						
205029	HOLCIM GRANULATS Sausheim		68		SAUSHEIM	067.00332	1028034	6752029			Oui						
205039	PHILLIPPS Pfalzweyer		67		PFALZWEYER	067.00132	1012262	6865312			Oui						
205040	SARL SEGM		18		ST JUST	100.09547	662483	6654157			Oui						
205049	ARMORICAINE DE GRANITE		22		PERROS GUIREC	055.02262	224939	6876909			Oui						
205053	DELMONICO DOREL		26		LIVRON SUR DROME	061.10089	845682	6409716			Oui						
205060	GRAVIERS GARONNAIS		82		VERDUN SUR GARONNE	068.08691	557179	6306907			Oui						
205063	BOINET PIERRE (Rue)		80		RUE	051.03539	605882	7021794			Oui						
205080	GSM		28		ALLUYES	100.11395	578635	6792841			Oui						
205093	GSM		18		VILLENEUVE SUR CHER	100.11128	641311	6658917			Oui						
205097	GSM BOURGOGNE		21		ST MARTIN DU MONT	054.02691	836819	6703283			Oui						
205102	SABLIERES DU THIEULIN SAS		28		LE THIEULIN	100.07905	561960	6813101			Oui						
205108	CDMR - Guizengeard - Bégot		16		GUIZENGEARD	072.02710	456615	6474126			Oui						
205122	BELLEDENT Gérard		43		ST CHRISTOPHE SUR DOLAISON	056.02516	765639	6432724			Oui						
205128	Carrière SECA - Baléone		2A		BASTELICACCIA	073.00013	1183095	6112411			Oui						
205130	DUMONA		38		COURTENAY	061.06994	884679	6521872			Oui						
205134	MORONI		51		CLOYES SUR MARNE	057.02881	821160	6842038			Oui						
205136	GABS SAS (Thol-les-Millières)		52		THOL LES MILLIERES	057.03314	884577	6785867			Oui						
205151	CARRIERES DE VASSENS		2		AUDIGNICOURT	051.02633	710018	6929656			Oui						
205159	CARRIERE GRANULATS GONTERO ST GENIES COM		30		ST GENIES DE COMOLAS	066.00707	840133	6329990			Oui						
205162	VIROULAUD SARL-Abzac		16		ABZAC	072.08720	522805	6557021			Oui						
205167	JUSTEAU FRERES		49		NOYANT LA PLAINE	063.04407	446257	6690101			Oui						
205184	LAMBERT TRANSPORTS ET TRAVAUX PUBLICS		41		SAVIGNY SUR BRAYE	100.09103	537993	6754248			Oui						
205209	LE ROUX SAS - Plozévet		29		PLOZEVET	055.14370	149883	6790165			Oui						
205215	GARROT CHAILLAC S.A.		34		BEDARIEUX	066.00883	712602	6279956			Oui						
205218	GSM BOURGOGNE FRANCHE COMTE		70		VELET	129.00127	891952	6705224			Oui						
205233	RAZEL		31		MARTRES TOLOSANE	068.09367	537108	6235908			Oui						
205236	JUSTEAU FRERES		49		NOYANT LA PLAINE	063.03894	446249	6690109			Oui						
205269	CERF		3		CHAVENON	056.01420	696617	6591343			Oui						
205270	GSM		2		TERGNIER	051.05666	723128	6949759			Oui						
205273	CARR. & BALL. NORMANDIE Yville		76		YVILLE SUR SEINE	058.01394	546354	6925515			Oui						
205276	Sté de matériaux traitement et valorisat		43		ST ARCONS D ALLIER	056.00906	744544	6440756			Oui						
205278	CDMR		16		EBREON	072.01706	469940	6540701			Oui						
205286	ADAM FRERES Les Baignières 2		10		DROUPT ST BASLE	057.00237	769360	6820287			Oui						
205289	SITA LORRAINE Téting		57		TETING SUR NIED	062.01922	969619	6888677			Oui						
205302	EURL SOMBRET		62		REBREUVIETTE	070.00170	654682	7019198			Oui						
205304	MORONI		51		CLOYES SUR MARNE	057.00586	822373	6842053			Oui						
205306	HUET SARL		37		HOMMES	100.06573	497290	6705276			Oui						
205323	BUDILLON RABATEL S.A.		38		LA SONE	061.01092	879087	6448895			Oui						
205324	OCCITANIE PIERRES SARL		46		CENEVIERES	068.06313	601296	6373531			Oui						
205336	CAPM		13		MARTIGUES	064.04706	864893	6255384			Oui						
205357	GAEC DE L'HIRONDELLE		80		IRLES	051.05961	682942	7000594			Oui						
205371	EURL ENTREPRISE BOUDOT YVES		18		ST AIGNAN DES NOYERS	100.08719	686791	6628135			Oui						
205378	A2C GRANULAT		77		GRISY SUR SEINE	065.06569	720970	6815588			Oui						
205401	VEOLIA EAU - COMPAGNIE GENERALE DES EAUX		54		HUSSIGNY GODBRANGE	062.00265	909256	6936531			Oui						
205410	SARL ENTREPRISE BERGHEAUD		15		ARCHES	056.00682	647754	6467071			Oui						
205412	SARL DIOULOUFET ARNAUD		83		FLASSANS SUR ISSOLE	064.07912	971953	6277071			Oui						
205451	KERVRAN LOUZAOUEN (SARL)		29		PLOUDALMEZEAU	055.03880	136087	6852986			Oui						
205463	SITA SUD		83		CABASSE	064.07018	962303	6261234			Oui						
205466	GONIN SA		38		CESSIEU	061.00842	886243	6498128			Oui						
205486	RAULET CARRIERES SA		56		ELVEN	055.03742	277668	6751825			Oui						
205504	CARRIERE MEN ARVOR		44		AVESSAC	063.01627	331977	6737603			Oui						
205505	CHANTIER SCIERIE CORNE		25		THORAISE	059.03296	920582	6678438			Oui						
205508	JACQUET FRERES SCEA		85		LE LANGON	063.04466	397753	6601083			Oui						
205527	SA LE ROUX		29		GOURLIZON	055.02480	160134	6793578			Oui						
205533	SFBD Sté Fr. des Bentonites et Dérivés.		42		GREZIEUX LE FROMENTAL	061.01203	790723	6502841			Oui						
205534	THOMAS SA		42		FEURS	061.01201	794121	6514879			Oui						
205545	LAFARGE GRANULATS SEINE NORD		77		BARBEY	065.11315	703408	6807882			Oui						
205557	BOINET PIERRE (Mons Boubert)		80		MONS BOUBERT	051.02372	605967	7005574			Oui						
205561	ROLLOT (Mairie de)		80		ROLLOT	051.05067	674952	6943552			Oui						
205571	BLANCART MARTIAL		60		SOMMEREUX	051.04656	627155	6953911			Oui						
205586	EARL de CHATEAUROUGE		60		CAUVIGNY	051.06012	645108	6911465			Oui						
205587	SOCIETE CARRIERES SAVONNIERES		55		SAVONNIERES EN PERTHOIS	062.03817	857676	6834904			Oui						
205597	DE KONINCK HERVE		60		ANDEVILLE	051.04495	638925	6907028			Oui						
205610	BOUTROY LA VIEILLE FERME EARL		80		VAUX MARQUENNEVILLE	051.04821	612846	6987802			Oui						
205623	MATERIAUX SILICEUX DE LA SOMME (ex OSCAR		62		WAILLY BEAUCAMP	070.03399	610908	7034014			Oui						
205628	PRES LACAILLE (GAEC des ...)		60		SOMMEREUX	051.04481	627155	6953911			Oui						
205631	CARRIERE THOMANN FRANCOIS VERS		30		VERS PONT DU GARD	066.00823	823031	6320967			Oui						
205642	TERRA 95		95		EPINAY CHAMPLATREUX	065.11460	656920	6887975			Oui						
205645	FONTENAT		39		VAL D EPY	059.01670	883821	6588025			Oui						
205662	Carrière SECA - Appietto		2A		APPIETTO	073.00015	1176351	6116971			Oui						
205667	POUILLAUDE		80		BEAUCOURT SUR L ANCRE	051.06097	677496	6998434			Oui						
205669	Mme Cécile BOURDON		60		ACHY	051.05667	626178	6940241			Oui						
205703	MORONI		52		PERTHES	057.01020	833079	6841170			Oui						
205705	FONTENAT AG		1		HAUTECOURT ROMANECHE	061.00155	887255	6565531			Oui						
205709	SABLIERES DE L'ATLANTIQUE		44		MONTOIR DE BRETAGNE	063.00076	310849	6704681			Oui						
205737	SABLIERES DE L'ATLANTIQUE		44		MONTOIR DE BRETAGNE	063.00077	312994	6704318			Oui						
205739	EARL LEFEVRE Eric		2		LA VALLEE MULATRE	051.06983	740363	6992009			Oui						
205744	DOMART EN PONTHIEU (Mairie de)		80		DOMART EN PONTHIEU	051.05405	637780	6997593			Oui						
205754	EARL DES BIEFS		80		BEAUCOURT SUR L ANCRE	051.06484	677496	6998434			Oui						
205763	EARL de COURROY		60		BEAUVAIS	051.06259	633608	6927049			Oui						
205777	MORONI		51		ORCONTE	057.03328	825868	6841070			Oui						
205779	Commune d'AGEL		34		AGEL	183.00688	688080	6248642			Oui						
205814	GAEC BAZIN FILS		80		LE MAZIS	051.06829	611296	6975388			Oui						
205822	CARRIERE PAREFEUILE PROVENCE		30		FOURNES	066.00539	829285	6315986			Oui						
205863	ONYX-SANET-AUVERGNE RHONE ALPES		26		CHATUZANGE LE GOUBET	061.06990	867034	6439127			Oui						
205871	TRANSPORTS AVIGNON		3		PARAY SOUS BRIAILLES	056.00597	727794	6579785			Oui						
205888	BOUYER LEROUX SCP		85		ST GERMAIN L AIGUILLER	063.05062	407831	6628561			Oui						
205906	SETOM		27		LA CHAPELLE REANVILLE	058.00791	583388	6889033			Oui						
205911	SABLIERE DE LA PECHERIE		88		ST DIE DES VOSGES	062.06490	990469	6808434			Oui						
205939	A2C GRANULAT		77		MELZ SUR SEINE	065.14413	729348	6821964			Oui						
205942	LEGRAND Mathieu		60		BROMBOS	051.06635	620068	6950034			Oui						
205946	CEMEX GRANULATS		27		VAL DE REUIL	058.03732	567834	6907942			Oui						
205952	MONT-SERRAT (Carrières) (LA SABLONNIERE		35		ST MALO DE PHILY	055.02954	342787	6763562			Oui						
205977	MAIRIE de SINGLES		63		SINGLES	056.02094	665461	6495802			Oui						
205992	CARRIERE PROROCH SA		30		VERS PONT DU GARD	066.00822	822050	6320471			Oui						
206001	WIENERBERGER SAS		59		FLINES LEZ RACHES	070.04551	712938	7035390			Oui						
206007	SOLVAY CARBONATE FRANCE		54		DOMBASLE SUR MEURTHE	062.00158	946213	6841638			Oui						
206015	Carrières CHOUVET		60		FOUQUENIES	051.06400	629977	6930019			Oui						
206018	CARRIERES DE LANDRES		54		LANDRES	062.06523	904225	6916502			Oui						
206031	EARL des GRES		60		CAUVIGNY	051.05949	645108	6911465			Oui						
206044	SABLIERES ET ENTREPRISE COLOMBET		89		ORMOY	249.00007	742113	6758932			Oui						
206054	FARGES JEAN		63		SINGLES	163.00090	664921	6496533			Oui						
206072	DESRUMAUX earl		60		SOMMEREUX	051.06667	629343	6953247			Oui						
206077	EARL LEFEVRE ERIC		2		LA VALLEE MULATRE	051.04652	740009	6991341			Oui						
206079	CARRIERE BACHEVALIER GEORGES		30		VERS PONT DU GARD	066.00818	822801	6320964			Oui						
206091	LIGERIENNE GRANULATS		45		NEUVY EN SULLIAS	100.07635	643195	6741584			Oui						
206094	DANNENMULLER GERARD SA		1		HAUTECOURT ROMANECHE	061.00160	888540	6567196			Oui						
206098	LEFEVRE Eric		2		LA VALLEE MULATRE	051.03958	740009	6991341			Oui						
206114	D. ET L. ENROMAT (SARL)		49		THORIGNE D ANJOU	063.05414	425234	6732280			Oui						
206131	SEBELER Belmont		88		BELMONT LES DARNEY	062.06201	924636	6780425			Oui						
206140	SABLIERES DU PORTMONTAIN		77		HERME	065.13532	725556	6820267			Oui						
206151	SRDE CHAMAGNE		88		CHAMAGNE	062.07828	944526	6817296			Oui						
206171	CBN Authevernes		27		AUTHEVERNES	058.02105	600731	6903299			Oui						
206174	CARRIERE LANDAIS ANDRE SA		44		MESANGER	063.00072	381833	6710183			Oui						
206178	MULLOT GAEC		60		OROER	051.04776	639348	6933171			Oui						
206191	SITA LORRAINE		88		VILLONCOURT	062.08533	961066	6803310			Oui						
206210	Société Angevine de Travaux et Canalisat		49		CHAMBELLAY	063.00202	423814	6736764			Oui						
206219	IIBRBS		58		MONTIGNY EN MORVAN	054.02798	765285	6671634			Oui						
206222	AISNE GRANULATS		2		ALAINCOURT	051.06541	726975	6962157			Oui						
206223	Commune VISSAC AUTEYRAC		43		VISSAC	056.00963	745866	6444865			Oui						
206229	Commune de QUEYRIERES		43		QUEYRIERES	056.02428	787370	6440515			Oui						
206232	KIBAG KIES BASEL Hégenheim (site 2)		68		HEGENHEIM	067.02894	1041323	6728051			Oui						
206261	RCD FRANCE		54		HUSSIGNY GODBRANGE	062.05914	906709	6936713			Oui						
206264	BOUSSICAUD André		56		ELVEN	055.03092	282251	6749986			Oui						
206266	BGIE Saint Just Sauvage		51		ST JUST SAUVAGE	057.02837	757504	6829121			Oui						
206269	LAGADEC ET CIE S.A Lescoat		29		PLOUIDER	055.02594	163252	6855484			Oui			Gneiss			1 Internet
206280	LAFARGE PLATRES		6		LANTOSQUE	064.01195	1044824	6327403			Oui						
206281	LE PAPE SA (QUIMPER)		29		QUIMPER	055.01192	166878	6792182			Oui						
206287	ONYX SANET SOCIETE		26		CHATUZANGE LE GOUBET	061.00566	867016	6439186			Oui						
206288	WIENERBERGER S.A.S		1		VESCOURS	061.00355	856236	6598553			Oui						
206306	DELCROS Daniel		48		LES MONTS VERTS	066.03941	717339	6416348			Oui						
206316	SEVIGNE INDUSTRIES		48		ST BONNET DE CHIRAC	066.02118	722499	6379372			Oui						
206324	CM MATERIAUX		69		ST LAURENT DE MURE	061.01465	857658	6510487			Oui						
206329	CARRIERE SAS LAFARGE GRANULATS SUD BELLE		30		BELLEGARDE	181.00065	817803	6296747			Oui						
206335	CARRIERE FULCHIRON INDUSTRIELLE VALLABR		30		VALLABRIX	181.00044	819125	6329213			Oui						
206356	SAVREUX OSCAR (Le Crotoy)		80		LE CROTOY	051.03594	601868	7016766			Oui						
206358	SABLIERES DU PORT MONTAIN		77		GOUAIX	065.07494	723438	6819214			Oui						
206365	SMVL		41		SUEVRES	100.07654	584493	6730795			Oui						
206369	Carrières et Matériaux Grès des Vosges		67		LOHR	067.01365	1011176	6869865			Oui						
206375	WIENERBERGER - Le Val-Saint-Germain		91		LE VAL ST GERMAIN	065.06628	632681	6832438			Oui						
206381	CARRIERE SAB		5		MONTMAUR	064.09619	928819	6390961			Oui						
206386	VINCENT SA		1		HAUTEVILLE LOMPNES	061.00166	901775	6545417			Oui						
206394	VINCENT SA		1		HAUTEVILLE LOMPNES	061.00165	900739	6544850			Oui						
206398	CERF		3		ST HILAIRE	056.00630	699668	6599199			Oui						
206401	SAMIN SA		1		ST GERMAIN DE JOUX	061.00300	912840	6566993			Oui						
206406	SABLIERES ET ENTREPRISE COLOMBET		89		CHARBUY	054.00710	735846	6749478			Oui						
206426	LIGERIENNE GRANULATS		45		ST DENIS EN VAL	100.03727	622267	6756175			Oui						
206433	DESHOULIERES		86		VALDIVIENNE	072.07035	513661	6601284			Oui						
206440	COMMUNAUTE AGGLOMERATION DU SOISSONNAIS		2		BERZY LE SEC	051.05886	723198	6915132			Oui						
206450	SAS LES SABLIERES DE BRAM		11		MONTREAL	066.04215	631737	6232844			Oui						
206452	BOULNOIS OGER EARL		80		MAISNIERES	051.05628	602325	6993110			Oui						
206462	IMERYS TC		60		CUIGY EN BRAY	051.05396	617282	6926837			Oui						
206467	SARL PATEBEX		11		ROQUETAILLADE	066.03866	635154	6211446			Oui						
206486	CARRIERES D'ETROCHEY		21		BEAUNOTTE	054.02275	828001	6732419			Oui						
206488	GONIN SA		38		PARMILIEU	061.06996	882626	6528244			Oui						
206489	Sablières Malet		9		MONTAUT	068.07508	587059	6235754			Oui						
206500	GAEC LA JONQUIERE		60		ESPAUBOURG	051.04865	617718	6925044			Oui						
206504	DOMUS SARL		16		CHASSENON	072.08116	527515	6530417			Oui						
206505	IMERYS TC		60		CUIGY EN BRAY	051.03059	617320	6926393			Oui						
206527	VINCENT SA		1		HAUTEVILLE LOMPNES	061.00167	900128	6545467			Oui						
206537	CORTINOVIS		39		JEURRE	059.04246	908450	6588473			Oui						
206540	DOMUS SARL		16		CHASSENON	072.08363	527515	6530417			Oui						
206546	SOCIETE D'AMENAGEMENT DU FOND DE VAUX		95		ST OUEN L AUMONE	065.14192	636642	6882753			Oui						
206563	VERGNE FRERES SA		15		ST SANTIN CANTALES	056.00775	642385	6436952			Oui						
206572	GRANITS DE LA FEDIAL SARL		81		ST SALVY DE LA BALME	068.04311	651436	6279070			Oui						
206576	Société NOUVELLE SOGEPIERRE		21		BEAUNOTTE	054.00035	830017	6733993			Oui						
206599	VOIES NAVIGABLES DE FRANCE		25		BESANCON	059.02509	928792	6684277			Oui						
206623	SITA - MOS- ISDND de SATOLAS		38		SATOLAS ET BONCE	104.00708	863087	6510888			Oui						
206630	A2C+BGIE+GSM site A		77		LES ORMES SUR VOULZIE	065.14331	716547	6817749			Oui						
206640	RAMBAUD		36		BONNEUIL	100.08483	565578	6588182			Oui						
206641	Vincent TP		1		CHAMPDOR	061.08788	899530	6548342			Oui						1 ICPE AP
206646	EIFFAGE Travaux Publics		59		GRAVELINES	070.04219	639775	7099819			Oui						
206652	FRANCE DENEIGEMENT		38		LIVET ET GAVET	061.07993	932592	6450463			Oui						
206658	PAILLART Jérémy		80		FLUY	051.05760	635078	6973746			Oui						
206685	CARRIERE EVOLIETE		66		OLETTE	066.04141	638239	6165853			Oui						
206696	CARRIERES DE LA MADELEINE ESPIRA BASSE		66		ESPIRA DE L AGLY	066.01595	684854	6186357			Oui						
206713	CRENN Lucien Ets		29		CLEDER	055.09031	173345	6861559			Oui						
206715	Société NOUVELLE SOGEPIERRE		21		NOD SUR SEINE	054.00211	816498	6741972			Oui						
206718	SMB (sté des Matériaux de Beauce)		45		VILLENEUVE SUR CONIE	100.07858	599062	6772153			Oui						
